CD06,UBRIQUE,Nos situamos en el centro de Ubrique y salimos por la A-373 en dirección hacia El Bosque y Ronda.,"En el km. 1,7 giramos a la derecha por la A-2302 hacia Benaocaz y Ronda; durante la ascensión pasamos al lado de Benaocaz y Villaluenga del Rosario.","1,5 kms. después de Villaluenga, en un collado sin señal ni referencia.",,36.70516,-5.37297,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f8d717c7640957ae3&hl=es&ie=UTF8&t=m&ll=36.690446,-5.415573&spn=0.110121,0.171318&z=12&output=embed"
AL10,SAN VICENTE DE ARANA,"En la localidad de San Vicente de Arana (o Done Bikendi Harana), junto a la iglesia, tenemos que tomar la calle Virgen de Uralde, pasando al lado de una fuente.",,"Cuando el rampón final acabe, estaremos en el acceso a la ermita de Santa Teodosia, a la que podremos llegar aún montados si nos ha parecido poca esta ascensión.",,42.779801,-2.326272,"https://maps.google.es/maps/ms?msa=0&msid=218028416192983371638.0004e734f9eff47dcc552&ie=UTF8&t=m&ll=42.757979,-2.355709&spn=0.050415,0.085659&z=13&output=embed"
CR04,RÍO GUADIANA,"En la CM-4103 entre Puebla de Don Rodrigo y Arroba de los Montes, iniciamos la ascensión al cruzar el río Guadiana.",,"Cuando llevemos algo más de 6 kms. desde el puente sobre el río Guadiana, notaremos que hemos terminado de subir, no hay cartel ni nada significativo.",,39.12184,-4.56512,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f77b482365bb9ec98&hl=es&ie=UTF8&t=m&ll=39.105554,-4.58147&spn=0.053283,0.085659&z=13&output=embed"
GP07,SORALUZE (PLACENCIA DE LAS ARMAS),"Accedemos al pueblo de Soraluce (o Placencia de las Armas) cruzando el río Deba. En sus mismas calles se inicia la subida, serpenteando entre las casas, pasando tras la iglesia y saliendo por la GI-3652.",,"Después de 8 kms de dura ascensión y haber pasado el barrio de San Andrés, llegaremos a unas antenas que dominan una amplia panorámica.",,43.1929,-2.41509,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f9893ea5e6ed879b0&hl=es&ie=UTF8&t=m&ll=43.182524,-2.413387&spn=0.050069,0.085659&z=13&output=embed"
LL21,PONT D'ARROS,"En la N-230 que va de Vielha a Bossost y la frontera francesa, encontraremos una rotonda con la salida hacia Arrés, Vilamos y Arros. Pasando tras un hotel, sabremos encontrar la pista que va paralela al río Varradós.",,"Después de unos 10,7 kms desde la rotonda, se nos acabará el asfalto, en un puente que cruza el río Varradós, y muy cerca de la cascada que da nombre a la subida. Actualmente, como todos los principales puertos del Valle de Arán, tiene cartel de puerto.",,42.77655,0.83249,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f9b0bba96fa85c513&hl=es&ie=UTF8&t=m&ll=42.757096,0.794106&spn=0.100832,0.171318&z=12&output=embed"
CS05,BENLLOCH,"En Benlloch, buscando la carretera que va a Serra Engarcerán.",,"Después del pueblo de Serra Engarcerán, y un descenso, aún queda 1 km de subida. El collado final tiene cartel de puerto.",,40.27579,-0.03249,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f95e751ed9166dc52&hl=es&ie=UTF8&t=m&ll=40.243895,-0.000687&spn=0.104823,0.171318&z=12&output=embed"
BI10,LABARRIETA BEHEKOA,"En la BI-3614 que une Sopuerta con Arcentales, a su paso por Las Barrietas, tomaremos a mano derecha la BI-4615, hacia Alen.",,"Donde acaba el asfalto, en las primeras casas de Alen. Un letrero de madera nos indica el lugar, junto a la iglesia y el frontón.",,43.27275,-3.19948,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f96d8e71559d78152&hl=es&ie=UTF8&t=m&ll=43.264519,-3.19479&spn=0.025001,0.04283&z=14&output=embed"
SV03,KUNG FU,,,,,37.64467,-6.15381,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f7c869b5982c31d61&hl=es&ie=UTF8&t=m&ll=37.656781,-6.153717&spn=0.054361,0.085659&z=13&output=embed"
CD07,EL CUERVO,,,,,36.83264,-5.95574,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f8d764770ccae6dfa&hl=es&ie=UTF8&t=m&ll=36.833333,-5.992184&spn=0.054958,0.085659&z=13&output=embed"
CO04,RÍO GUADIATO,,,,,37.96399,-4.9716,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f8dfddbb673ba0972&hl=es&ie=UTF8&t=m&ll=37.955906,-4.971399&spn=0.02707,0.04283&z=14&output=embed"
CD05,MEDINA SIDONIA,,,,,36.456455,-5.924987,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f8d75a267334e042d&hl=es&ie=UTF8&t=m&ll=36.448973,-5.922661&spn=0.027616,0.04283&z=14&output=embed"
HL02,ARROYO DEL SILLO,,,,,38.06134,-6.64926,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f8e5b709e5f016972&hl=es&ie=UTF8&t=m&ll=38.08269,-6.744232&spn=0.216189,0.342636&z=11&output=embed"
BU05,PESQUERA DE EBRO,Salimos de Pesquera de Ebro tomando dirección Dobro.,,"El alto no tiene cartel ni nada que sirva para indicar que hemos llegado, deberemos fiarnos de nuestra intuición, una vez pasado el pueblo de Cubillo del Butrón, para descubrir, más o menos 1,2 kms después, el punto más alto.",,42.79746,-3.67513,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f7c790aae46c18c57&hl=es&ie=UTF8&t=m&ll=42.796282,-3.700161&spn=0.050384,0.085659&z=13&output=embed"
BU06,POZA DE LA SAL,"Aunque la vertiente nos indique que comienza en Poza de la Sal, realmente venimos subiendo unos 2 kms antes, tanto si venimos de Llano de Bureva, o, donde he situado el inicio en este mapa, de Salas de Bureba, concretamente del cruce con la carretera que viene de Cornudilla.",,"El alto no tiene cartel pero llegaremos a una gran explanada que precede al llano de una meseta y veremos, a nuestra derecha, el monumento al querido Félix Rodríguez de la Fuente, nacido en Poza de la Sal.",,42.66918,-3.5344,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f7c798aaa974cdab8&hl=es&ie=UTF8&t=m&ll=42.666786,-3.505669&spn=0.05049,0.085659&z=13&output=embed"
VA04,VILLALONGA,"En la fuente de la Reprimala, a unos 2 kms de Villalonga saliendo por la pista forestal asfaltada que nos lleva a L'Orxa.",,"El alto no tiene cartel, y ofrece dudas de si después de llanear un poco alcanzamos un punto unos metros más alto. Habrá que mirar el cuentakilómetros para observar si hemos recorrido 7,2 kms desde la fuente de Reprimala.",,38.8624,-0.27616,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f90f3f1babcae4af8&hl=es&ie=UTF8&t=m&ll=38.873127,-0.244961&spn=0.053458,0.085659&z=13&output=embed"
BU04,VALDENOCEDA,"En Valdenoceda, dejando la N-232 y saliendo por la CL-629 hacia el Puerto de La Mazorra y Burgos.",,El alto tiene cartel de puerto.,,42.81554,-3.61837,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f7c788af14720bdd3&hl=es&ie=UTF8&t=m&ll=42.83343,-3.608494&spn=0.050354,0.085659&z=13&output=embed"
CS05,ELS ROSILDOS,"En la CV-15 en las proximidades de Els Rosildos, encontraremos el desvío que indica Serra d'Engarcerán, en el mismo cruce se inicia el ascenso.",,El collado final tiene cartel de puerto.,,40.27579,-0.03249,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f95e7ae629cf9c54c&hl=es&ie=UTF8&t=m&ll=40.280704,-0.034161&spn=0.052383,0.085659&z=13&output=embed"
MU09,MORATALLA,"Saliendo de Moratalla por la MU-703 en dirección a El Sabinar, Campo de San Juan y Nerpio.",,"El final es un collado claro de paso, unos 10 kms. después de abandonar las últimas casas de Moratalla, justo donde sale una pista de tierra a la izquierda. Actualmente tiene un cartel de madera del artista BuruM.",,38.17702,-1.97794,"https://maps.google.es/maps/ms?msa=0&msid=218028416192983371638.0004f7b81243b0f224bb0&hl=es&ie=UTF8&t=m&ll=38.172623,-1.939087&spn=0.107962,0.171318&z=12&output=embed"
AT10,CV-755,"Vamos de Altea la Vella hacia Callosa d'en Sarriá por la CV-755, y en el punto kilométrico 18,700 de esta carretera, encontraremos el desvío a la derecha que supone el punto de inicio. No hay ninguna indicación en este desvío, puede servirnos como pista que justo en la esquina hay un chalet con un arco de piedra.",,"El final tampoco tiene indicación alguna, cuatro casas ailadas, pero después de la terrible subida, ya notaremos que hemos llegado cuando acaba el mal asfalto y sólo quedan pistas de tierra.",Asfalto muy malo (2013),38.65785,-0.05485,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f94a9dacb0dbe128e&hl=es&ie=UTF8&t=m&ll=38.642618,-0.055275&spn=0.053631,0.085659&z=13&output=embed"
CS02,ROSSELL,"Salimos de Rosell dirección Vallibona y después de descender a una riera, nos encontraremos el desvío a Bel, donde empieza el puerto.",,El punto más alto está unos cientos de metros antes de entrar en el pueblo de Bel.,,40.62349,0.16249,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f94affff1b47cc0c0&gl=es&hl=es&ie=UTF8&t=m&ll=40.621771,0.192089&spn=0.052118,0.086002&z=13&output=embed"
CS17,ARGELITA,"Saliendo de Argelita hacia Ludiente, por la CV-190, un puente que vemos a la derecha en el comienzo de la carretera que va a Mas del Moro y Lucena. [ Mismo inicio que el CS11 Remolcador por la vertiente de Ludiente ]",,"El punto más alto no tiene nada destacable, habrá que estar atentos a la distancia recorrida. Desde el puente de inicio, son 10,3 kms hasta el punto más alto, habiendo pasado poco antes por un grupo de casas con la indicación Mas del Moro.",,40.09158,-0.3206,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f96cd2bfdab8aacb0&hl=es&ie=UTF8&t=m&ll=40.07019,-0.332165&spn=0.052546,0.085659&z=13&output=embed"
LR05,ROBRES DEL CASTILLO,"Es la LR-477 que desde el mismo valle del río Jubera, remonta las laderas de la sierra que lo separa del Cameros viejo. Poco después de Robres del Castillo deberemos tomar a mano derecha esta solitaria carretera.",,El punto más alto se encuentra 500 mts antes de llegar a las primeras casas de Santa Marina.,,42.24969,-2.36001,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f7dd973f74898b2b1&hl=es&ie=UTF8&t=m&ll=42.261049,-2.3279&spn=0.050818,0.085659&z=13&output=embed"
TA08,SANT JAUME DELS DOMENYS,"En Sant Jaume dels Domenys, saliendo hacia El Pla de Manlleu / Talaia por la TP-2442.",,"El punto más alto se encuentra apenas 100 mts. pasado el cruce con una carretera que por la derecha se dirige a La Talaia, sobre el km. 8 de la TP-2442.",,41.33695,1.5274,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f80819ed6e28cb28b&hl=es&ie=UTF8&t=m&ll=41.317271,1.541348&spn=0.051572,0.085659&z=13&output=embed"
AC03,CARIÑO,"En el lugar de ""A Pedra"" (la piedra en gallego), perteneciente al municipio coruñés de Cariño. Tomamos dirección San Andrés de Teixido.",,"El punto más alto se encuentra en el desvío hacia la Gartita, de obligada visita para asomarnos al acantilado más alto de Europa Occidental.",,43.722283,-7.945114,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f7412a04d9d61c871&hl=es&ie=UTF8&t=m&ll=43.73129,-7.908268&spn=0.049616,0.085659&z=13&output=embed"
HU08,VALLE DE HECHO,"Desde Siresa, dirección Selva de Oza, a 5 kms veremos un desvío a la derecha que indica Refugio de Gabardito. La subida empieza al cruzar el río Aragón Subordán.",,"El Refugio de Montaña es un buen lugar para finalizar, aunque se llegue a él descendiendo unos 300 metros.",,42.78715,-0.71178,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f9c331aeacaabcf4c&hl=es&ie=UTF8&t=m&ll=42.788913,-0.725098&spn=0.025195,0.04283&z=14&output=embed"
AT11,CASTALLA,"Es la CV-837 que une las poblaciones de Castalla y Petrer. Salimos de Castalla siguiendo las indicaciones de Xorret de Catí. Unos 3 kms. después de dejar las últimas casas de Castalla, encontraremos una bifurcación, tomamos la de la derecha.",,"El único cartel que tiene es uno de madera de BuruM, pero nuestras piernas sabrán perfectamente que hemos llegado arriba.",,38.53226,-0.66887,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f94a96bf53bc7ea9f&hl=es&ie=UTF8&t=m&ll=38.543601,-0.658665&spn=0.053705,0.085659&z=13&output=embed"
LU15,SAN CLODIO,"En la N-120 entre A Rúa de Valdeorras y Monforte de Lemos cogeremos la salida hacia Quiroga y San Clodio siguiendo las indicaciones para llegar a San Clodio. Una vez crucemos el río Sil y entremos en San Clodio, veremos alguna indicación hacia A Moa. Comienza la ascensión al cruzar el paso a nivel sobre el ferrocarril.",,En el límite fronterizo con Ourense. A la derecha sale una carretera que nos llevaría a A Cruz y Castrocaldelas.,,42.42646,-7.31795,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f7815e7baf9c194aa&hl=es&ie=UTF8&t=m&ll=42.446008,-7.29681&spn=0.050669,0.085659&z=13&output=embed"
LE01,TRUCHAS,"En la LE-126 entre La Baña y La Bañeza, a su paso por Truchas, deberemos tomar la carretera que se dirige hacia Truchillas y Puebla de Sanabria.",,"En el límite provincial entre Zamora y León. (*) Puerto fronterizo entre dos provincias, por lo que subirlo por cada vertiente puntúa para cada provincia, en este caso para Zamora y León. Ver ZM05.",,42.20614,-6.55174,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f84a609d12c278a59&hl=es&ie=UTF8&t=m&ll=42.232076,-6.49807&spn=0.101682,0.171318&z=12&output=embed"
HU04,SARVISÉ,"En la N-260 entre Fiscal y Broto, al paso por Sarvisé, tomamos el cruce a Fanlo.",,En el mismo pueblo de Fanlo.,,42.58892,-0.02241,"https://www.google.com/maps/ms?msa=0&msid=201849215099252397790.0004f9bc11104e17a5d29&hl=es&ie=UTF8&t=m&ll=42.571034,-0.065575&spn=0.101135,0.171318&z=12&output=embed"
IB01,ES MERCADAL,"Circulando por la ronda de Es Mercadal, en Menorca, encontraremos la Me-13 que está señalado hacia el Santuario de El Toro.",,En el parking delante del santuario.,,39.98528,4.11356,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f7408ee0a50a6a8f7&hl=es&ie=UTF8&t=m&ll=39.985144,4.104681&spn=0.026306,0.04283&z=14&output=embed"
AB10,RÍO SEGURA,"En la carretera que desde Santiago de la Espada y Parolis se dirige hacia Yeste, empezaremos la ascensión muy cerca de La Donar, al pasar sobre el río Segura en el cruce que se dirige a Los Chorreones.",,"En el pueblo de Los Chorreones, algo más de 3 kms. después.",,38.28177,-2.40253,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f8fa669fd3cc95d92&hl=es&ie=UTF8&t=m&ll=38.288185,-2.416134&spn=0.026948,0.04283&z=14&output=embed"
CR03,CR-1342,"En la CR-1342, que une las poblaciones de Herencia y Villarta de San Juan, en el Km 7,4 sentido Villarta sale a la derecha la pista que nos conducirá hasta el repetidor de TV, tiene un cartel que indica ""repetidor TV"".",,En el repetidor de TV.,Asfalto malo (2013),39.3076,-3.41717,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f77b4d9e13ebb75d7&hl=es&ie=UTF8&t=m&ll=39.297642,-3.419838&spn=0.053137,0.085659&z=13&output=embed"
HU12,BIESCAS,"En la N-260 que llega de Sabiñánigo a Biescas, tomamos dirección Broto. Comenzaremos la ascensión al pasar el río Gállego. [ Mismo inicio que el HU14 Portalet ]",,,,42.61591,-0.20922,"https://www.google.com/maps/ms?msa=0&msid=201849215099252397790.0004f9c36477e481e6fc9&hl=es&ie=UTF8&t=m&ll=42.622844,-0.256462&spn=0.10105,0.171318&z=12&output=embed"
AC09,CENTRAL DO EUME,"Debemos toma la carretera AC-564 que comunica As Pontes con Pontedeume, y al llegar a la pequeña población de As Neves desviarse hacia Estoxa, Mende y Pazo. Pasado Gunxel ya encontraremos la indicación que nos lleva hacia la Central do Eume. Comenzamos la ascensión al cruzar el río Eume en dirección a A Torre de San Bartolomeu.",,,,43.396516,-8.0333,"https://maps.google.es/maps/ms?msa=0&msid=218028416192983371638.0004e72478efdb5faba4c&hl=es&ie=UTF8&t=m&ll=43.401244,-8.038645&spn=0.024944,0.04283&z=14&output=embed"
LL02,BOÍ Y TAÜLL,"En la carretera L-500 que desde Barruera se dirige a Caldes de Boi, hallaremos el desvío hacia Boi y Taull y las pistas de esquí por la L-501.",,,,42.47957,0.86725,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f9bbbffb69c923cae&hl=es&ie=UTF8&t=m&ll=42.508552,0.838737&spn=0.101236,0.171318&z=12&output=embed"
CU01,VALDECABRAS,Es la CM-2104 que une Cuenca con la Ciudad Encantada por la Hoz del Júcar. La subida comienza al cruzar el río Valdecabras.,,,,40.20787,-2.00543,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f8f94c596b35c68f2&hl=es&ie=UTF8&t=m&ll=40.171791,-2.070923&spn=0.104935,0.171318&z=12&output=embed"
LR06,SANTURDE,En la LR-111 entre Santo Domingo de la Calzada y Ezcaray veremos el desvío hacia Santurdejo por la LR-413. Empieza la subida cuando nos queda 1 km. para llegar a Santurdejo.,,,,42.31865,-2.92554,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f7dd9079ef6a4e630&hl=es&ie=UTF8&t=m&ll=42.351186,-2.945709&spn=0.10149,0.171318&z=12&output=embed"
GU05,VALLE DE TAJUÑA,"Es la carretera GU-2005 que recorre el valle del río Tajuña, en el cruce donde se desvía hacia Valfermoso.",,,,40.61856,-2.95372,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f77a0ee493931d7d7&hl=es&ie=UTF8&t=m&ll=40.618057,-2.965107&spn=0.02606,0.04283&z=14&output=embed"
PA02,AVIÑANTE,"En la CL-626 que une Cervera de Pisuerga y Guardo, al paso por la localidad de Aviñante, veremos el desvío hacia Villafría de la Peña y el Santuario del Brezo.",,,,42.84907,-4.71187,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f7bd0eb8b53cc155f&hl=es&ie=UTF8&t=m&ll=42.831667,-4.712791&spn=0.050355,0.085659&z=13&output=embed"
AN01,ORDINO,Es la CG-3 que desde Andorra la Vella se dirige a Ordino y a la estación de esquí de Ordino-Arcalís. Consideramos la ascensión en la salida de Ordino.,,,,42.63162,1.48265,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f8e85f9a6425c80ff&hl=es&ie=UTF8&t=m&ll=42.593533,1.50753&spn=0.101098,0.171318&z=12&output=embed"
TE04,ORIHUELA DE TREMEDAL,"En la localidad de Orihuela del Tremedal, al cruzar el río Gallo, encontraremos el desvío indicado a Nª. Sª del Tremedal.",,,,40.5284,-1.65053,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f791be9249b0152ab&hl=es&ie=UTF8&t=m&ll=40.534416,-1.649666&spn=0.052186,0.085659&z=13&output=embed"
IB10,FELANITX,"En la Ma-4010 que comunica Felanitx con Portocolom, hallaremos el desvío al Santuari Sant Salvador por la Ma-11.",,,,39.45556,3.18665,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f7402fdb7c5fee146&hl=es&ie=UTF8&t=m&ll=39.461644,3.173504&spn=0.026506,0.04283&z=14&output=embed"
TA02,RIUDECANYES,"En Riudecanyes, en el puente de la Riera, cruzando todo el pueblo en dirección al Castillo de Escornalbou. [ Mismo inicio que el TA07 Coll de Teixeta ]",,"En la explanada-parking del castillo, aunque los más valientes querrán superar el adoquinado que llega hasta la misma puerta del castillo.",,41.12804,0.91698,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f807d7e6fc3aed622&hl=es&ie=UTF8&t=m&ll=41.126177,0.938301&spn=0.051722,0.085659&z=13&output=embed"
GU06,PUENTE RÍO TAJO,"Al cruzar el puente sobre el río Tajo en la carretera CM-210 entre Poveda de la Sierra y Taravilla, yendo en dirección a Taravilla. [ Mismo inicio que el GU09 Almeriques ]",,En la misma entrada a Taravilla.,,40.69751,-1.96533,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f778f4615ee5b7c75&hl=es&ie=UTF8&t=m&ll=40.681029,-1.992302&spn=0.052072,0.085659&z=13&output=embed"
HU01,HOSPITAL DE TELLA,"En la A-138 entre Escalona y Lafortunada, un cruce que indica a Tella.",,En la misma entrada al pueblo de Tella.,,42.57434,0.18408,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f9bbde2b09b3e051f&hl=es&ie=UTF8&t=m&ll=42.55915,0.169773&spn=0.050577,0.085659&z=13&output=embed"
CS12,PUENTE RÍO CARBÓ (VILLAHERMOSA),"En la CV-175, poco antes de llegar a Villahermosa, al cruzar el puente del río Carbó.",,"En la misma entrada del pueblo de Puertomingalvo, que pertenece a Teruel, y al que se llega llaneando los últimos metros.",,40.26484,-0.46242,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f96ca4d5dd387e587&hl=es&ie=UTF8&t=m&ll=40.230005,-0.435333&spn=0.104845,0.171318&z=12&output=embed"
TA06,MONTBLANC,"En Montblanc, saliendo hacia Rojals.",,En la misma entrada del pueblo de Rojals.,,41.33841,1.11348,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f808003e9fe85cbd3&hl=es&ie=UTF8&t=m&ll=41.354907,1.142235&spn=0.051542,0.085659&z=13&output=embed"
AL09,OSMA,"En la A-2625 que desde el Puerto de Orduña se dirige a Espejo, en el mismo pueblo de Osma, entre sus casas, deberemos tomar a la izquierda una pista que nos lleva a la antenas. Al terminar las casas, encontraremos una barrera que deberemos abrir (y luego cerrar) para acceder a la pista.",,"En la parte final encontraremos una antena junto a un edificio, pero el punto más alto es continuar por pista de cemento 200 mts más hasta otra antena.",,42.90139,-3.02991,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f7bab9c32f2cb896f&hl=es&ie=UTF8&t=m&ll=42.894139,-3.047333&spn=0.025152,0.04283&z=14&output=embed"
ZM01,PUENTE RÍO TORMES,"En la ZA-136 al cruzar el Puente de San Lorenzo sobre el río Tormes, dirección a Fermoselle. Este puente es frontera entre Zamora y Salamanca.",,"En la plaza del pueblo de Fermoselle, adornado con una céntrica fuente.",,41.31418,-6.3945,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f818e4c780a9894de&hl=es&ie=UTF8&t=m&ll=41.299992,-6.387691&spn=0.051585,0.085659&z=13&output=embed"
CC06,ZARZA DE MONTÁNCHEZ,"En el pueblo de Zarza de Montánchez, debemos encontrar un cruce que una de las direcciones va a Robledillo de Trujillo, y la otra, sin señalizar, es la que enfila hacia nuestro objetivo. Como referencia, hay una cruz en medio de la calzada.",,En la valla que cierra el paso ante las instalaciones del radar.,,39.21514,-6.03772,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f7c53eaa1dc827120&hl=es&ie=UTF8&t=m&ll=39.234514,-6.034927&spn=0.053185,0.085659&z=13&output=embed"
BI09,SANTURTZI,"Nos situamos en el puerto de Santurtzi, y buscamos el barrio de Mamariga. En la calle Vista Alegre empieza nuestra ascensión a Serantes.",,"En las antenas de Serantes, aunque para ello, desde la última curva, hayamos de hacer 200 mts. por pista de tierra, pero merece la pena contemplar desde arriba el Cantábrico, la ría de Bilbao y una panorámica de 360º.",,43.33471,-3.06324,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f96d95c1f10a9c47b&hl=es&ie=UTF8&t=m&ll=43.332046,-3.051195&spn=0.024973,0.04283&z=14&output=embed"
CA01,HERAS,"En la N-635 entre Heras y San Salvador de Duio, en la salida de la rotonda que nos conduce a Santiago de Cudeyo y Peña Cabarga.",,"En las antenas que coronan la montaña junto a un Observatorio (""Cámara Oscura"") desde donde se divisa gran parte de la costa cántabra.",,43.37844,-3.77906,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f8a70296e3af429c3&hl=es&ie=UTF8&t=m&ll=43.385714,-3.77861&spn=0.049902,0.085659&z=13&output=embed"
GI03,CARRETERA DE PUJARNOL,"Saliendo de Banyoles por la GI-524 hacia Mieres y Santa Pau, encontraremos el desvío hacia Pujarnol, por la carretera GIV-5247.",,En las antenas que dominan lo alto de una montaña que previamente habremos rodeado por la derecha.,,42.07172,2.68641,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f9b017bce597db7e0&hl=es&ie=UTF8&t=m&ll=42.091599,2.709503&spn=0.101908,0.171318&z=12&output=embed"
AC01,TARAMANCOS,"Entre Noia y Ribeira, en la AC-550, al paso por la localidad de Taramancos, encontraremos el inicio de la pista que lleva al Merendeiro de San Lois, al lado izquierdo de la carretera si vamos de Noia a Ribeira.",,"En las antenas y vértice geodésico de San Lois, junto a unos merenderos y un impresionante mirador sobre la Ría de Muros y Noia.",,42.771922,-8.914711,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f71aea75c1ddb52bf&hl=es&ie=UTF8&t=m&ll=42.778267,-8.91489&spn=0.025199,0.04283&z=14&output=embed"
TE01,VIRGEN DE LA VEGA,"En la A-228 entre Virgen de la Vega y Alcalá de la Selva, encontraremos junto a una gasolinera el desvío bien indicado hacia la Estación de Esquí de Valdelinares.",,En las instalaciones de la estación de esquí de Valdelinares.,,40.37986,-0.63343,"https://www.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f7183525f5197cbab&hl=es&ie=UTF8&t=m&ll=40.365643,-0.667419&spn=0.052317,0.085659&z=13&output=embed"
LR04,LR-113,"Nos situamos en la LR-113 entre Anguiano y Mansilla de la Sierra, buscando el cruce que nos lleva al Monasterio Nuestra Señora de Valvanera, donde el río Valvanera se junta con el Najerilla.",,En las mismas puertas del Monasterio.,,42.23081,-2.87,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f7dd9d4ac8bf41fb5&hl=es&ie=UTF8&t=m&ll=42.222034,-2.843056&spn=0.050849,0.085659&z=13&output=embed"
ZA10,HERRERA DE LOS NAVARROS,"A mitad de camino entre Herrera de los Navarros y Villar de los Navarros, encontraremos el desvío que indica al Santuario Nª. Señora de Herrera.",,"En las mismas puertas del Santuario, coronando el pico más alto de la zona. Rodeando el santuario las vistas son de 360º.",Tramos de cemento.,41.16823,-1.1061,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f9d1755ba04dfc2a6&hl=es&ie=UTF8&t=m&ll=41.172581,-1.078033&spn=0.051686,0.085659&z=13&output=embed"
CR08,ARROYO DE LA VILLA,"En Chillón, al sur de la población, recorremos la Avenida España hasta dar con el desvío hacia ""Ermita"" y Estación de Chillón. Tras un corto tramo de 900 mts. paralelos al Arroyo de la Villa, lo cruzamos y damos inicio a la subida, perfectamente señalizada.",,En las puertas del Castillo.,,38.77455,-4.86809,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f77b2f4f586ba38c8&hl=es&ie=UTF8&t=m&ll=38.781655,-4.866772&spn=0.053527,0.085659&z=13&output=embed"
LR10,EZCARAY,"Salimos de Ezcaray por la LR-415 dirección Posadas, y apenas 400 mts. después de salir del pueblo y cruzar el puente sobre el río Oja, veremos un desvío hacia la izquierda que nos señala hacia Turza..",,"En un área recreativa, con refugio, barbacoas, mesas de picnic, fuente...",,42.31267,-2.96223,"https://maps.google.es/maps/ms?msa=0&msid=218028416192983371638.0004e998dc7e70b84f612&ie=UTF8&t=m&ll=42.318955,-2.993946&spn=0.050771,0.085659&z=13&output=embed"
